token	case	degree	gend	lemma	mood	num	pers	pos	tense	voice	treated
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
ὄλβιον	-	-	m	ὄλβιος	-	s	-	a	-	-	ὄλβιον
ἡγεμόν	-	-	m	ἡγεμός	-	s	-	a	-	-	ἡγεμόν
᾽	-	-	-	̓ ̓	-	-	-	d	-	-	 ̓
εἵσω	-	-	-	ἵζω	-	-	-	v	-	-	εἵσω
δώσω	-	-	-	δίδωμι	-	s	-	v	-	-	δώσω
τ	-	-	-	τε	-	s	-	d	-	-	τ
᾽	-	-	-	̓ ̓	-	-	-	d	-	-	 ̓
ἀγλαὰ	-	-	-	ἀγλαός	-	-	-	a	-	-	ἀγλαὰ
δῶρα	-	-	-	δῶρον	-	-	-	n	-	-	δῶρα
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
ἐς	-	-	-	εἰς	-	-	-	r	-	-	ἐς
τέλος	-	-	-	τέλος	-	s	-	n	-	-	τέλος
οὐκ	-	-	-	οὐ	-	-	-	d	-	-	οὐκ
ἀπατήσω	-	-	-	ἀπατάω	-	s	-	v	-	-	ἀπατήσω
.	-	-	-	.	-	-	-	u	-	-	.
τὸν	a	-	m	ὁ	-	s	-	l	-	-	τὸν
δ	-	-	-	δέ	-	-	-	n	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	u	-	-	 ̓
Ἑρμῆς	-	-	m	Ἑρμῆς	-	s	-	n	-	-	Ἑρμῆς
μύθοισιν	-	-	m	μῦθος	-	s	-	n	-	-	μύθοισιν
ἀμείβετο	-	-	-	ἀμείβω	-	s	-	v	-	-	ἀμείβετο
κερδαλέοισιν	-	-	-	κερδαλέος	-	s	-	a	-	-	κερδαλέοισιν
:	-	-	-	:	-	-	-	u	-	-	:
εἰρωτᾷς	-	-	-	ἐρωτάω	-	s	-	v	-	-	εἰρωτᾷς
μ	-	-	-	ἐγώ	-	s	-	u	-	-	μ
᾽	-	-	-	̓	-	-	-	u	-	-	 ̓
,	-	-	-	,	-	-	-	u	-	-	,
Ἐκάεργε	-	-	-	Ἐκάεργος	-	s	-	a	-	-	Ἐκάεργε
,	-	-	-	,	-	-	-	u	-	-	,
περιφραδές	-	-	-	περιφραδής	-	s	-	a	-	-	περιφραδές
:	-	-	-	:	-	-	-	u	-	-	:
αὐτὰρ	-	-	-	ἀτάρ	-	-	-	p	-	-	αὐτὰρ
ἐγώ	-	-	-	ἐγώ	-	s	-	p	-	-	ἐγώ
σοι	-	-	-	σύ	-	s	-	p	-	-	σοι
465τέχνης	-	-	-	Μοττέχνης	-	s	-	a	-	-	465τέχνης
ἡμετέρης	-	-	-	ἡμέτερος	-	s	-	a	-	-	ἡμετέρης
ἐπιβήμεναι	-	-	-	ἐπιβαίνω	-	-	-	v	-	-	ἐπιβήμεναι
οὔ	-	-	-	οὐ	-	-	-	d	-	-	οὔ
τι	-	-	-	τις	-	s	-	p	-	-	τι
μεγαίρω	-	-	-	μεγαίρω	-	s	-	v	-	-	μεγαίρω
.	-	-	-	.	-	-	-	u	-	-	.
σήμερον	-	-	-	σήμερον	-	-	-	d	-	-	σήμερον
εἰδήσεις	-	-	-	εἶδον	-	s	-	v	-	-	εἰδήσεις
:	-	-	-	:	-	-	-	u	-	-	:
ἐθέλω	-	-	-	ἐθέλω	-	s	-	v	-	-	ἐθέλω
δέ	-	-	-	δέ	-	-	-	d	-	-	δέ
τοι	-	-	-	σύ	-	s	-	d	-	-	τοι
ἤπιος	-	-	-	ἤπιος	-	s	-	a	-	-	ἤπιος
εἶναι	-	-	-	εἰμί	-	-	-	v	-	-	εἶναι
βουλῇ	-	-	-	βουλή	-	s	-	n	-	-	βουλῇ
καὶ	-	-	-	καί	-	-	-	c	-	-	καὶ
μύθοισι	-	-	-	μῦθος	-	-	-	n	-	-	μύθοισι
.	-	-	-	.	-	-	-	u	-	-	.
σὺ	-	-	-	σύ	-	s	-	p	-	-	σὺ
δὲ	-	-	-	δέ	-	-	-	d	-	-	δὲ
φρεσὶ	-	-	-	φρήν	-	s	-	n	-	-	φρεσὶ
πάντ	-	-	-	πᾶς	-	s	-	a	-	-	πάντ
᾽	-	-	-	̓ ̓	-	-	-	p	-	-	 ̓
εὖ	-	-	-	εὖ	-	-	-	d	-	-	εὖ
οἶδας	-	-	-	οἶδα	-	s	-	a	-	-	οἶδας
:	-	-	-	:	-	-	-	u	-	-	:
πρῶτος	-	-	-	πρῶτος	-	s	-	a	-	-	πρῶτος
γάρ	-	-	-	γάρ	-	-	-	d	-	-	γάρ
,	-	-	-	,	-	-	-	u	-	-	,
Διὸς	-	-	-	Ζεύς	-	s	-	n	-	-	Διὸς
υἱέ	-	-	-	υἱός	-	-	-	n	-	-	υἱέ
,	-	-	-	,	-	-	-	u	-	-	,
μετ	-	-	-	μετά	-	-	-	p	-	-	μετ
᾽	-	-	-	̓ ̓	-	-	-	u	-	-	 ̓
ἀθανάτοισι	-	-	-	ἀθάνατος	-	-	-	a	-	-	ἀθανάτοισι
θαάσσεις	-	-	-	θαάσσι	-	s	-	a	-	-	θαάσσεις
,	-	-	-	,	-	-	-	u	-	-	,
ἠύς	-	-	-	ἐύς	-	s	-	a	-	-	ἠύς
τε	-	-	-	τε	-	-	-	d	-	-	τε
κρατερός	-	-	-	κρατερός	-	s	-	a	-	-	κρατερός
τε	-	-	-	τε	-	-	-	d	-	-	τε
:	-	-	-	:	-	-	-	u	-	-	:
φιλεῖ	-	-	-	φιλέω	-	s	-	v	-	-	φιλεῖ
δέ	-	-	-	δέ	-	-	-	c	-	-	δέ
σε	-	-	-	σύ	-	s	-	p	-	-	σε
μητίετα	-	-	-	μητίετα	-	s	-	a	-	-	μητίετα
Ζεὺς	-	-	-	Ζεύς	-	s	-	n	-	-	Ζεὺς
470ἐκ	-	-	-	ἐρευκάς	-	s	-	d	-	-	470ἐκ
πάσης	-	-	-	πᾶς	-	s	-	a	-	-	πάσης
ὁσίης	-	-	-	ὁσία	-	s	-	a	-	-	ὁσίης
,	-	-	-	,	-	-	-	u	-	-	,
ἔπορεν	-	-	-	πόρω	-	s	-	v	-	-	ἔπορεν
δέ	-	-	-	δέ	-	-	-	d	-	-	δέ
τοι	-	-	-	σύ	-	s	-	d	-	-	τοι
ἀγλαὰ	a	-	-	ἀγλαός	-	p	-	a	-	-	ἀγλαὰ
δῶρα	-	-	-	δῶρον	-	p	-	n	-	-	δῶρα
.	-	-	-	.	-	-	-	u	-	-	.
καὶ	-	-	-	καί	-	-	-	c	-	-	καὶ
τιμάς	a	-	f	τιμή	-	-	-	n	-	-	τιμάς
σέ	-	-	-	σύ	-	s	-	p	-	-	σέ
γέ	-	-	-	γε	-	-	-	-	-	-	γέ
φασι	-	-	-	φημί	-	s	-	v	-	-	φασι
δαήμεναι	-	-	-	δάω	-	-	-	v	-	-	δαήμεναι
ἐκ	-	-	-	ἐκ	-	-	-	v	-	-	ἐκ
Διὸς	-	-	-	Ζεύς	-	s	-	n	-	-	Διὸς
ὀμφῆς	-	-	-	ὀμφή	-	s	-	n	-	-	ὀμφῆς
μαντείας	-	-	-	μαντεία	-	s	-	n	-	-	μαντείας
θ	-	-	-	θ	-	-	-	n	-	-	θ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
Ἐκάεργε	-	-	-	Ἐκάεργος	-	s	-	a	-	-	Ἐκάεργε
,	-	-	-	,	-	-	-	u	-	-	,
Διὸς	-	-	-	Ζεύς	-	s	-	n	-	-	Διὸς
παρά	-	-	-	παρά	-	-	-	n	-	-	παρά
,	-	-	-	,	-	-	-	u	-	-	,
θέσφατα	-	-	-	θέσφατος	-	-	-	a	-	-	θέσφατα
πάντα	-	-	n	πᾶς	-	s	-	a	-	-	πάντα
τῶν	-	-	m	ὁ	-	s	-	p	-	-	τῶν
νῦν	-	-	-	νῦν	-	-	-	d	-	-	νῦν
αὐτὸς	-	-	m	αὐτός	-	s	-	p	-	-	αὐτὸς
ἐγώ	-	-	m	ἐγώ	-	s	-	p	-	-	ἐγώ
σε	-	-	-	σύ	-	s	-	p	-	-	σε
μαλ	-	-	-		-	s	-	p	-	-	μαλ
᾽	-	-	-	̓ ̓	-	-	-	p	-	-	 ̓
ἀφνειὸν	-	-	-	ἀφνειός	-	s	-	a	-	-	ἀφνειὸν
δεδάηκα	-	-	-	δάω	-	s	-	v	-	-	δεδάηκα
:	-	-	-	:	-	-	-	u	-	-	:
σοὶ	-	-	-	σύ	-	s	-	p	-	-	σοὶ
δ	-	-	-	δέ	-	-	-	p	-	-	δ
᾽	-	-	-	̓	-	-	-	-	-	-	 ̓
αὐτάγρετόν	-	-	-	αὐτάγρετος	-	s	-	a	-	-	αὐτάγρετόν
ἐστι	-	-	-	εἰμί	-	s	-	v	-	-	ἐστι
δαήμεναι	-	-	-	δάω	-	-	-	v	-	-	δαήμεναι
,	-	-	-	,	-	-	-	u	-	-	,
ὅττι	-	-	-	ὅτι	-	-	-	p	-	-	ὅττι
μενοινᾷς	-	-	-	μενοινάω	-	s	-	v	-	-	μενοινᾷς
.	-	-	-	.	-	-	-	u	-	-	.
475ἀλλ	-	-	-		-	-	-	d	-	-	475ἀλλ
᾽	-	-	-	̓ ̓	-	-	-	p	-	-	 ̓
ἐπεὶ	-	-	-	ἐπεί	-	-	-	d	-	-	ἐπεὶ
οὖν	-	-	-	οὖν	-	-	-	d	-	-	οὖν
τοι	-	-	-	σύ	-	s	-	d	-	-	τοι
θυμὸς	-	-	-	θυμός	-	s	-	n	-	-	θυμὸς
ἐπιθύει	-	-	-	ἐπιθύω	-	s	-	v	-	-	ἐπιθύει
κιθαρίζειν	-	-	-	κιθαρίζω	-	-	-	v	-	-	κιθαρίζειν
,	-	-	-	,	-	-	-	v	-	-	,
μέλπεο	-	-	-	μέλπω	-	s	-	v	-	-	μέλπεο
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
κιθάριζε	-	-	-	κιθαρίζω	-	-	-	v	-	-	κιθάριζε
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
ἀγλαίας	-	-	-	ἀγλαία	-	s	-	v	-	-	ἀγλαίας
ἀλέγυνε	-	-	-	ἀλεγύνω	-	s	-	v	-	-	ἀλέγυνε
δέγμενος	-	-	-	δέχομαι	-	s	-	v	-	-	δέγμενος
ἐξ	-	-	-	ἐκ	-	-	-	-	-	-	ἐξ
ἐμέθεν	-	-	-	ἐγώ	-	s	-	v	-	-	ἐμέθεν
:	-	-	-	:	-	-	-	u	-	-	:
σὺ	-	-	-	σύ	-	s	-	p	-	-	σὺ
δέ	-	-	-	δέ	-	-	-	d	-	-	δέ
μοι	-	-	-	ἐγώ	-	s	-	p	-	-	μοι
,	-	-	-	,	-	-	-	u	-	-	,
φίλε	-	-	-	φίλος	-	s	-	a	-	-	φίλε
,	-	-	-	,	-	-	-	u	-	-	,
κῦδος	-	-	-	κῦδος	-	s	-	n	-	-	κῦδος
ὄπαζε	-	-	-	ὀπάζω	-	s	-	v	-	-	ὄπαζε
.	-	-	-	.	-	-	-	u	-	-	.
εὐμόλπει	-	-	-	εὐμόλπει	-	s	-	v	-	-	εὐμόλπει
μετὰ	-	-	-	μετά	-	-	-	r	-	-	μετὰ
χερσὶν	-	-	f	χείρ	-	s	-	n	-	-	χερσὶν
ἔχων	-	-	-	ἔχω	-	s	-	v	-	-	ἔχων
λιγύφωνον	a	-	-	λιγύφονος	-	s	-	a	-	-	λιγύφωνον
ἑταίρην	a	-	f	ἑταίρα	-	s	-	n	-	-	ἑταίρην
,	-	-	-	,	-	-	-	u	-	-	,
καλὰ	-	-	-	καλός	-	s	-	a	-	-	καλὰ
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
εὖ	-	-	-	εὖ	-	-	-	d	-	-	εὖ
κατὰ	-	-	-	κατά	-	-	-	r	-	-	κατὰ
κόσμον	a	-	m	κόσμος	-	s	-	n	-	-	κόσμον
ἐπιστάμενος	-	-	m	ἐπίσταμαι	-	s	-	v	-	-	ἐπιστάμενος
ἀγορεύειν	-	-	-	ἀγορεύω	-	-	-	v	p	a	ἀγορεύειν
.	-	-	-	.	-	-	-	u	-	-	.
480εὔκηλος	n	-	-		-	s	-	a	-	-	480εὔκηλος
μὲν	-	-	-	μέν	-	-	-	d	-	-	μὲν
ἔπειτα	-	-	-	ἔπειτα	-	-	-	d	-	-	ἔπειτα
φέρειν	-	-	-	φέρω	-	-	-	v	-	-	φέρειν
ἐς	-	-	-	εἰς	-	-	-	d	-	-	ἐς
δαῖτα	-	-	-	δαίς	-	-	-	n	-	-	δαῖτα
θάλειαν	a	-	-	θάλεια	-	s	-	n	-	-	θάλειαν
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
χορὸν	a	-	m	χορός	-	s	-	n	-	-	χορὸν
ἱμερόεντα	a	-	-	ἱμερόεις	-	s	-	a	-	-	ἱμερόεντα
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
ἐς	-	-	-	εἰς	-	-	-	n	-	-	ἐς
φιλοκυδέα	a	-	m	φιλοκυδής	-	s	-	a	-	-	φιλοκυδέα
κῶμον	a	-	m	κῶμος	-	s	-	n	-	-	κῶμον
εὐφροσύνην	a	-	f	εὐφροσύνη	-	s	-	n	-	-	εὐφροσύνην
νυκτός	-	-	f	νύξ	-	s	-	n	-	-	νυκτός
τε	-	-	-	τε	-	-	-	d	-	-	τε
καὶ	-	-	-	καί	-	-	-	c	-	-	καὶ
ἤματος	-	-	-	ἦμαρ	-	s	-	n	-	-	ἤματος
.	-	-	-	.	-	-	-	u	-	-	.
ὅς	n	-	m	ὅς	-	s	-	p	-	-	ὅς
τις	n	-	f	τις	-	s	-	p	-	-	τις
ἂν	-	-	-	ἄν1	-	s	-	a	-	-	ἂν
αὐτὴν	a	-	f	αὐτός	-	s	-	p	-	-	αὐτὴν
τέχνῃ	-	-	f	τέχνη	-	s	-	n	-	-	τέχνῃ
καὶ	-	-	-	καί	-	s	-	a	-	-	καὶ
σοφίῃ	-	-	f	σοφία	-	s	-	a	-	-	σοφίῃ
δεδαημένος	n	-	m	δάω	-	s	-	v	-	-	δεδαημένος
ἐξερεείνῃ	-	-	-	ἐξερεείνω	-	s	-	v	-	-	ἐξερεείνῃ
,	-	-	-	,	-	s	-	v	-	-	,
φθεγγομένη	n	-	f	φθέγγομαι	-	s	-	v	-	-	φθεγγομένη
παντοῖα	n	-	f	παντοῖος	-	s	-	a	-	-	παντοῖα
νόῳ	-	-	m	νόος	-	s	-	v	-	-	νόῳ
χαρίεντα	n	-	f	χαρίεις	-	s	-	a	-	-	χαρίεντα
διδάσκει	-	-	-	διδάσκω	-	s	-	v	-	-	διδάσκει
485ῥεῖα	-	-	f	καρρέιος	-	s	-	v	-	-	485ῥεῖα
συνηθείῃσιν	-	-	f	συνήθεια	-	s	-	v	-	-	συνηθείῃσιν
ἀθυρομένη	-	-	f	ἀθύρωσος	-	s	-	v	-	-	ἀθυρομένη
μαλακῇσιν	-	-	f	μαλακός	-	s	-	a	-	-	μαλακῇσιν
,	-	-	-	,	-	s	-	v	-	-	,
ἐργασίην	a	-	f	ἐργασία	-	s	-	a	-	-	ἐργασίην
φεύγουσα	-	-	f	φεύγω	-	s	-	v	-	-	φεύγουσα
δυήπαθον	-	-	-	δύηπαθος	-	s	-	v	-	-	δυήπαθον
:	-	-	-	:	-	-	-	u	-	-	:
ὃς	-	-	-	ὅς	-	s	-	p	-	-	ὃς
δέ	-	-	-	δέ	-	-	-	d	-	-	δέ
κεν	-	-	-	ἄν	-	s	-	d	-	-	κεν
αὐτὴν	-	-	f	αὐτός	-	s	-	p	-	-	αὐτὴν
νῆις	-	-	-	νῆις	-	s	-	a	-	-	νῆις
ἐὼν	-	-	-	εἰμί	-	s	-	v	-	-	ἐὼν
τὸ	-	-	-	ὁ	-	s	-	p	-	-	τὸ
πρῶτον	-	-	-	πρῶτος	-	s	-	a	-	-	πρῶτον
ἐπιζαφελῶς	-	-	-	ἐπιζάφελος	-	-	-	d	-	-	ἐπιζαφελῶς
ἐρεείνῃ	-	-	-	ἐρεείνω	-	s	-	v	-	-	ἐρεείνῃ
,	-	-	-	,	-	-	-	d	-	-	,
μὰψ	-	-	-	μάψ	-	-	-	d	-	-	μὰψ
αὔτως	-	-	-	αὔτως	-	-	-	d	-	-	αὔτως
κεν	-	-	-	ἄν	-	-	-	d	-	-	κεν
ἔπειτα	-	-	-	ἔπειτα	-	-	-	d	-	-	ἔπειτα
μετήορά	-	-	-	μετήορος	-	-	-	a	-	-	μετήορά
τε	-	-	-	τε	-	-	-	d	-	-	τε
θρυλλίζοι	-	-	-	θρυλλίζω	-	-	-	a	-	-	θρυλλίζοι
.	-	-	-	.	-	-	-	u	-	-	.
σοὶ	-	-	-	σύ	-	s	-	p	-	-	σοὶ
δ	-	-	-	δέ	-	-	-	-	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
αὐτάγρετόν	-	-	-	αὐτάγρετος	-	s	-	a	-	-	αὐτάγρετόν
ἐστι	-	-	-	εἰμί	-	s	-	v	-	a	ἐστι
δαήμεναι	-	-	-	δάω	-	-	-	v	-	-	δαήμεναι
,	-	-	-	,	-	-	-	u	-	-	,
ὅττι	-	-	-	ὅτι	-	-	-	p	-	-	ὅττι
μενοινᾷς	-	-	-	μενοινάω	-	s	-	v	-	a	μενοινᾷς
.	-	-	-	.	-	-	-	u	-	-	.
490καὶ	n	-	f		-	p	-	a	-	-	490καὶ
τοι	-	-	-	σύ	-	s	-	p	-	-	τοι
ἐγὼ	n	-	m	ἐγώ	-	s	-	p	-	-	ἐγὼ
δώσω	-	-	-	δίδωμι	-	s	-	v	-	-	δώσω
ταύτην	-	-	-	οὗτος	-	s	-	a	-	-	ταύτην
,	-	-	-	,	-	-	-	u	-	-	,
Διὸς	-	-	m	Ζεύς	-	s	-	n	-	-	Διὸς
ἀγλαὲ	-	-	-	ἀγλαός	-	s	-	a	-	-	ἀγλαὲ
κοῦρε	-	-	m	κόρυς	-	s	-	a	-	-	κοῦρε
:	-	-	-	:	-	-	-	u	-	-	:
ἡμεῖς	-	-	m	ἐγώ	-	-	-	p	-	-	ἡμεῖς
δ	-	-	-	δέ	-	-	-	n	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	p	-	-	 ̓
αὖτ	-	-	-	αὖτε	-	-	-	a	-	-	αὖτ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ὄρεός	-	-	-	ὄρος	-	s	-	n	-	-	ὄρεός
τε	-	-	-	τε	-	-	-	d	-	-	τε
καὶ	-	-	-	καί	-	-	-	a	-	-	καὶ
ἱπποβότου	-	-	m	ἱππόβοτος	-	s	-	a	-	-	ἱπποβότου
πεδίοιο	-	-	-	πεδίον	-	s	-	n	-	-	πεδίοιο
βουσὶ	-	-	-	βοῦς	-	p	-	n	-	-	βουσὶ
νομούς	-	-	-	νομός	-	-	-	n	-	-	νομούς
,	-	-	-	,	-	-	-	u	-	-	,
Ἐκάεργε	-	-	-	Ἐκάεργος	-	s	-	n	-	-	Ἐκάεργε
,	-	-	-	,	-	-	-	u	-	-	,
νομεύσομεν	-	-	-	νομεύω	-	p	-	v	-	-	νομεύσομεν
ἀγραύλοισιν	-	-	m	ἄγραυλος	-	p	-	n	-	-	ἀγραύλοισιν
.	-	-	-	.	-	-	-	u	-	-	.
ἔνθεν	-	-	-	ἔνθεν	-	-	-	d	-	-	ἔνθεν
ἅλις	-	-	-	ἅλις	-	-	-	d	-	-	ἅλις
τέξουσι	-	-	-	τίκτω	-	p	-	v	-	-	τέξουσι
βόες	-	-	-	βοῦς	-	-	-	n	-	-	βόες
ταύροις	-	-	-	ταῦρος	-	p	-	n	-	-	ταύροις
:	-	-	-	:	-	-	-	u	-	-	:
,	-	-	-	,	-	-	-	u	-	-	,
μιγεῖσαι	-	-	-	μίγνυμι	-	-	-	v	-	-	μιγεῖσαι
μίγδην	-	-	-	μίγδην	-	-	-	n	-	-	μίγδην
θηλείας	-	-	-	θῆλυς	-	s	-	a	-	-	θηλείας
τε	-	-	-	τε	-	-	-	d	-	-	τε
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
ἄρσενας	-	-	-	ἄρσην	-	-	-	a	-	-	ἄρσενας
:	-	-	-	:	-	-	-	u	-	-	:
οὐδέ	-	-	-	οὐδέ	-	-	-	d	-	-	οὐδέ
τί	-	-	-	τίς	-	-	-	a	-	-	τί
σε	-	-	-	σύ	-	s	-	p	-	-	σε
χρὴ	-	-	-	χρή	-	s	-	v	-	-	χρὴ
495κερδαλέον	-	-	-	Μικερδαλέος	-	s	-	a	-	-	495κερδαλέον
περ	-	-	-	πέρ	-	-	-	d	-	-	περ
ἐόντα	-	-	-	εἰμί	-	s	-	v	-	-	ἐόντα
περιζαμενῶς	-	-	-	περιζαμενής	-	-	-	d	-	-	περιζαμενῶς
κεχολῶσθαι	-	-	-	χολόω	-	-	-	v	-	-	κεχολῶσθαι
.	-	-	-	.	-	-	-	u	-	-	.
ὣς	-	-	-	ὡς	-	-	-	d	-	-	ὣς
εἰπὼν	n	-	m	εἶπον	-	s	-	v	-	-	εἰπὼν
ὤρεξ	-	-	-	ὀρέγω	-	s	-	v	-	-	ὤρεξ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
:	-	-	-	:	-	-	-	u	-	-	:
ὃ	-	-	m	ὅς	-	s	-	p	-	-	ὃ
δ	-	-	-	δ	-	-	-	n	-	-	δ
᾽	-	-	-	̓	-	-	-	-	-	-	 ̓
ἐδέξατο	-	-	-	δέχομαι	-	s	-	v	-	-	ἐδέξατο
Φοῖβος	-	-	m	Φοῖβος	-	s	-	n	-	-	Φοῖβος
Ἀπόλλων	-	-	m	Ἀπόλλων	-	s	-	n	-	-	Ἀπόλλων
,	-	-	-	,	-	-	-	u	-	-	,
Ἐρμῇ	-	-	-	Ἐρμή	-	s	-	n	-	-	Ἐρμῇ
δ	-	-	-	δ	-	-	-	n	-	-	δ
᾽	-	-	-	̓	-	s	-	-	-	-	 ̓
ἐγγυάλιξεν	-	-	-	ἐγγυαλίζω	-	s	-	v	-	-	ἐγγυάλιξεν
ἑκὼν	-	-	-	ἑκών	-	s	-	a	-	-	ἑκὼν
μάστιγα	-	-	f	μάστιξ	-	s	-	n	-	-	μάστιγα
φαεινήν	-	-	-	φαεινός	-	s	-	a	-	-	φαεινήν
,	-	-	-	,	-	-	-	u	-	-	,
βουκολίας	-	-	-	βουκολία	-	s	-	n	-	-	βουκολίας
τ	-	-	-	τε	-	s	-	n	-	-	τ
᾽	-	-	-	̓ ̓	-	s	-	-	-	-	 ̓
ἐπέτελλεν	-	-	-	ἐπιτέλλω	-	s	-	v	-	-	ἐπέτελλεν
:	-	-	-	:	-	-	-	u	-	-	:
ἔδεκτο	-	-	-	δέχομαι	-	s	-	v	-	-	ἔδεκτο
δὲ	-	-	-	δέ	-	-	-	n	-	-	δὲ
Μαιάδος	-	-	-	Μαιάς	-	s	-	n	-	-	Μαιάδος
υἱὸς	-	-	m	υἱός	-	s	-	n	-	-	υἱὸς
γηθήσας	-	-	m	γηθέω	-	s	-	v	-	-	γηθήσας
:	-	-	-	:	-	-	-	n	-	-	:
κίθαριν	-	-	-	κίθαρις	-	s	-	n	-	-	κίθαριν
δὲ	-	-	-	δέ	-	-	-	n	-	-	δὲ
λαβὼν	n	-	m	λαμβάνω	-	s	-	v	-	-	λαβὼν
ἐπ	-	-	-	ἐπί	-	-	-	n	-	-	ἐπ
᾽	-	-	-	̓ ̓	-	s	-	-	-	-	 ̓
ἀριστερὰ	-	-	-	ἀριστερός	-	s	-	a	-	-	ἀριστερὰ
χειρὸς	-	-	f	χείρ	-	s	-	n	-	-	χειρὸς
500Λητοῦς	n	-	m		-	s	-	n	-	-	500Λητοῦς
ἀγλαὸς	n	-	m	ἀγλαός	-	s	-	a	-	-	ἀγλαὸς
υἱός	n	-	m	υἱός	-	s	-	n	-	-	υἱός
,	-	-	-	,	-	-	-	n	-	-	,
ἄναξ	n	-	m	ἄναξ	-	s	-	n	-	-	ἄναξ
ἑκάεργος	n	-	m	Ἑκάεργος	-	s	-	a	-	-	ἑκάεργος
Ἀπόλλων	n	-	m	Ἀπόλλων	-	s	-	n	-	-	Ἀπόλλων
,	-	-	-	,	-	-	-	u	-	-	,
πλήκτρῳ	-	-	-	πλῆκτρον	-	s	-	n	-	-	πλήκτρῳ
ἐπειρήτιζε	-	-	-	πειρητίζω	-	s	-	v	-	-	ἐπειρήτιζε
κατὰ	-	-	-	κατά	-	-	-	r	-	-	κατὰ
μένος	-	-	-	μένος	-	s	-	n	-	-	μένος
:	-	-	-	:	-	-	-	u	-	-	:
ἣ	-	-	-	ὅς	-	s	-	p	-	-	ἣ
δ	-	-	-	δ	-	-	-	n	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ὑπένερθε	-	-	-	ὑπένερθε	-	-	-	r	-	-	ὑπένερθε
σμερδαλέον	-	-	-	σμερδαλέος	-	s	-	a	-	-	σμερδαλέον
κονάβησε	-	-	-	κοναβέω	-	s	-	v	-	-	κονάβησε
:	-	-	-	:	-	-	-	u	-	-	:
θεὸς	-	-	-	θεός	-	s	-	n	-	-	θεὸς
δ	-	-	-	δ	-	-	-	-	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ὑπὸ	-	-	-	ὑπό	-	-	-	r	-	-	ὑπὸ
καλὸν	-	-	-	καλός	-	s	-	a	-	-	καλὸν
ἄεισεν	-	-	-	ἀείδω	-	s	-	v	-	-	ἄεισεν
.	-	-	-	.	-	-	-	u	-	-	.
ἔνθα	-	-	-	ἔνθα	-	-	-	d	-	-	ἔνθα
βόας	-	-	-	βοῦς	-	-	-	n	-	-	βόας
μὲν	-	-	-	μέν	-	-	-	d	-	-	μὲν
ἔπειτα	-	-	-	ἔπειτα	-	-	-	d	-	-	ἔπειτα
ποτὶ	-	-	-	πρός	-	-	-	n	-	-	ποτὶ
ζάθεον	-	-	-	ζάθεος	-	s	-	a	-	-	ζάθεον
λειμῶνα	-	-	-	λειμών	-	s	-	n	-	-	λειμῶνα
ἐτραπέτην	-	-	-	τρέπω	-	s	-	n	-	-	ἐτραπέτην
:	-	-	-	:	-	-	-	u	-	-	:
αὐτοὶ	-	-	-	αὐτός	-	-	-	a	-	-	αὐτοὶ
δέ	-	-	-	δέ	-	-	-	-	-	-	δέ
,	-	-	-	,	-	-	-	u	-	-	,
Διὸς	-	-	m	Ζεύς	-	s	-	n	-	-	Διὸς
περικαλλέα	-	-	m	περικαλλής	-	s	-	a	-	-	περικαλλέα
τέκνα	-	-	-	τέκνον	-	s	-	n	-	-	τέκνα
,	-	-	-	,	-	-	-	u	-	-	,
505ἄψορροι	-	-	m		-	-	-	a	-	-	505ἄψορροι
πρὸς	-	-	-	πρός	-	-	-	n	-	-	πρὸς
Ὄλυμπον	a	-	m	Ὄλυμπος	-	s	-	n	-	-	Ὄλυμπον
ἀγάννιφον	-	-	m	ἀγάννιφος	-	s	-	a	-	-	ἀγάννιφον
ἐρρώσαντο	-	-	-	ῥώομαι	-	s	-	v	-	-	ἐρρώσαντο
τερπόμενοι	-	-	m	τέρπω	-	-	-	v	-	-	τερπόμενοι
φόρμιγγι	-	-	-	φόρμιγξ	-	s	-	n	-	-	φόρμιγγι
:	-	-	-	:	-	-	-	n	-	-	:
χάρη	-	-	-	χαίρω	-	s	-	n	-	-	χάρη
δ	-	-	-	δέ	-	-	-	n	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἄρα	-	-	-	ἄρα	-	-	-	n	-	-	ἄρα
μητιέτα	-	-	-	μητιετός	-	-	-	n	-	-	μητιέτα
